"Time","Observations","Pruning"
35.8074481487274,10,"100% mass"
46.5390191078186,10,"100% mass"
37.6102051734924,10,"100% mass"
44.1462008953094,10,"100% mass"
42.305643081665,10,"100% mass"
56.678286075592,10,"100% mass"
67.3255400657654,30,"100% mass"
70.1038029193878,30,"100% mass"
105.979351043701,30,"100% mass"
129.058565855026,30,"100% mass"
79.7348449230194,30,"100% mass"
164.854316949844,30,"100% mass"
158.306682109833,30,"100% mass"
77.2956340312958,30,"100% mass"
105.102946996689,30,"100% mass"
99.8507800102234,30,"100% mass"
94.7747750282288,30,"100% mass"
84.5650000572205,30,"100% mass"
86.9912428855896,30,"100% mass"
67.8285970687866,30,"100% mass"
143.003848075867,30,"100% mass"
93.1757168769836,30,"100% mass"
108.867531061172,30,"100% mass"
107.934765815735,30,"100% mass"
124.133291006088,30,"100% mass"
119.589433908463,30,"100% mass"
283.357725143433,50,"100% mass"
248.062316894531,50,"100% mass"
166.175588846207,50,"100% mass"
234.074323892593,50,"100% mass"
245.479732990265,50,"100% mass"
211.896986961365,50,"100% mass"
110.303328037262,50,"100% mass"
169.592590093613,50,"100% mass"
93.8127479553223,50,"100% mass"
177.474905014038,50,"100% mass"
99.2015371322632,50,"100% mass"
149.814502954483,50,"100% mass"
82.9789848327637,50,"100% mass"
172.702100992203,50,"100% mass"
158.295972108841,50,"100% mass"
366.389876127243,50,"100% mass"
114.302747964859,50,"100% mass"
192.570716142654,50,"100% mass"
150.612354040146,50,"100% mass"
152.165351867676,50,"100% mass"
